,sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.position,source.position
476,"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",PHAT,120.61099999999999,101.72,0.01101,"[0.0, 105.51, 101.7, 97.95]",0.2,0.775,"[9, 0, 1]","[7, 6, 1]"
477,"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",SCOT,120.61099999999999,101.72,0.01101,"[0.0, 105.51, 101.7, 97.95]",0.2,0.775,"[9, 0, 1]","[7, 6, 1]"
478,"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",ECKART,120.61099999999999,99.77,0.01341,"[0.0, 101.7, 100.9, 96.71]",0.2,0.775,"[9, 0, 1]","[7, 6, 1]"
479,"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",HT,120.61099999999999,101.72,0.01101,"[0.0, 105.51, 101.7, 97.95]",0.2,0.775,"[9, 0, 1]","[7, 6, 1]"
480,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",Classic,79.727,65.473,0.00627,"[0.0, 67.79, 65.49, 63.14]",0.2,0.775,"[6, 0, 1]","[9, 8, 1]"
481,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",ROTH,79.727,65.31,0.00642,"[0.0, 67.79, 65.2, 62.94]",0.2,0.775,"[6, 0, 1]","[9, 8, 1]"
482,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",PHAT,79.727,65.31,0.00642,"[0.0, 67.79, 65.2, 62.94]",0.2,0.775,"[6, 0, 1]","[9, 8, 1]"
483,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",SCOT,79.727,65.31,0.00642,"[0.0, 67.79, 65.2, 62.94]",0.2,0.775,"[6, 0, 1]","[9, 8, 1]"
484,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",ECKART,79.727,65.93,0.00588,"[0.0, 67.79, 65.49, 64.51]",0.2,0.775,"[6, 0, 1]","[9, 8, 1]"
485,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",HT,79.727,65.31,0.00642,"[0.0, 67.79, 65.2, 62.94]",0.2,0.775,"[6, 0, 1]","[9, 8, 1]"
486,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",Classic,117.02199999999999,92.823,0.01807,"[0.0, 97.42, 92.64, 88.41]",0.2,0.775,"[6, 0, 1]","[5, 5, 1]"
487,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",ROTH,117.02199999999999,92.913,0.01794,"[0.0, 97.42, 92.91, 88.41]",0.2,0.775,"[6, 0, 1]","[5, 5, 1]"
488,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",PHAT,117.02199999999999,92.913,0.01794,"[0.0, 97.42, 92.91, 88.41]",0.2,0.775,"[6, 0, 1]","[5, 5, 1]"
489,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",SCOT,117.02199999999999,92.913,0.01794,"[0.0, 97.42, 92.91, 88.41]",0.2,0.775,"[6, 0, 1]","[5, 5, 1]"
490,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",ECKART,117.02199999999999,92.617,0.01838,"[0.0, 96.88, 92.38, 88.59]",0.2,0.775,"[6, 0, 1]","[5, 5, 1]"
491,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",HT,117.02199999999999,92.913,0.01794,"[0.0, 97.42, 92.91, 88.41]",0.2,0.775,"[6, 0, 1]","[5, 5, 1]"
492,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",Classic,122.518,93.507,0.02598,"[0.0, 99.02, 93.44, 88.06]",0.2,0.775,"[6, 0, 1]","[5, 4, 1]"
493,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",ROTH,122.518,93.45,0.02608,"[0.0, 99.02, 93.44, 87.89]",0.2,0.775,"[6, 0, 1]","[5, 4, 1]"
494,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",PHAT,122.518,93.45,0.02608,"[0.0, 99.02, 93.44, 87.89]",0.2,0.775,"[6, 0, 1]","[5, 4, 1]"
495,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",SCOT,122.518,93.45,0.02608,"[0.0, 99.02, 93.44, 87.89]",0.2,0.775,"[6, 0, 1]","[5, 4, 1]"
496,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",ECKART,122.518,93.417,0.02614,"[0.0, 99.02, 93.17, 88.06]",0.2,0.775,"[6, 0, 1]","[5, 4, 1]"
497,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",HT,122.518,93.45,0.02608,"[0.0, 99.02, 93.44, 87.89]",0.2,0.775,"[6, 0, 1]","[5, 4, 1]"
498,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",Classic,83.723,71.387,0.0047,"[0.0, 75.58, 71.17, 67.41]",0.2,0.775,"[6, 0, 1]","[7, 5, 1]"
499,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",ROTH,83.723,71.113,0.00491,"[0.0, 75.04, 70.89, 67.41]",0.2,0.775,"[6, 0, 1]","[7, 5, 1]"
500,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",PHAT,83.723,71.113,0.00491,"[0.0, 75.04, 70.89, 67.41]",0.2,0.775,"[6, 0, 1]","[7, 5, 1]"
501,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",SCOT,83.723,71.113,0.00491,"[0.0, 75.04, 70.89, 67.41]",0.2,0.775,"[6, 0, 1]","[7, 5, 1]"
502,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",ECKART,83.723,72.197,0.0041,"[0.0, 76.13, 72.29, 68.17]",0.2,0.775,"[6, 0, 1]","[7, 5, 1]"
503,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",HT,83.723,71.113,0.00491,"[0.0, 75.04, 70.89, 67.41]",0.2,0.775,"[6, 0, 1]","[7, 5, 1]"
504,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",Classic,84.763,74.26,0.0034,"[0.0, 77.76, 74.22, 70.8]",0.2,0.775,"[6, 0, 1]","[7, 6, 1]"
505,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",ROTH,84.763,74.167,0.00347,"[0.0, 77.76, 73.94, 70.8]",0.2,0.775,"[6, 0, 1]","[7, 6, 1]"
506,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",PHAT,84.763,74.167,0.00347,"[0.0, 77.76, 73.94, 70.8]",0.2,0.775,"[6, 0, 1]","[7, 6, 1]"
507,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",SCOT,84.763,74.167,0.00347,"[0.0, 77.76, 73.94, 70.8]",0.2,0.775,"[6, 0, 1]","[7, 6, 1]"
508,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",ECKART,84.763,75.23,0.0028,"[0.0, 78.84, 75.31, 71.54]",0.2,0.775,"[6, 0, 1]","[7, 6, 1]"
509,"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",HT,84.763,74.167,0.00347,"[0.0, 77.76, 73.94, 70.8]",0.2,0.775,"[6, 0, 1]","[7, 6, 1]"
510,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",Classic,32.829,59.027,0.02118,"[0.0, 70.61, 57.36, 49.11]",0.2,0.775,"[9, 7, 1]","[9, 8, 1]"
511,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",ROTH,32.829,59.027,0.02118,"[0.0, 70.61, 57.36, 49.11]",0.2,0.775,"[9, 7, 1]","[9, 8, 1]"
512,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",PHAT,32.829,59.027,0.02118,"[0.0, 70.61, 57.36, 49.11]",0.2,0.775,"[9, 7, 1]","[9, 8, 1]"
513,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",SCOT,32.829,59.027,0.02118,"[0.0, 70.61, 57.36, 49.11]",0.2,0.775,"[9, 7, 1]","[9, 8, 1]"
514,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",ECKART,32.829,59.263,0.02157,"[0.0, 71.17, 57.98, 48.64]",0.2,0.775,"[9, 7, 1]","[9, 8, 1]"
515,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",HT,32.829,59.027,0.02118,"[0.0, 70.61, 57.36, 49.11]",0.2,0.775,"[9, 7, 1]","[9, 8, 1]"
516,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",Classic,160.183,147.51,0.00496,"[0.0, 151.16, 148.03, 143.34]",0.2,0.775,"[9, 7, 1]","[5, 5, 1]"
517,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",ROTH,160.183,147.51,0.00496,"[0.0, 151.16, 148.03, 143.34]",0.2,0.775,"[9, 7, 1]","[5, 5, 1]"
518,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",PHAT,160.183,147.88,0.00467,"[0.0, 152.27, 148.03, 143.34]",0.2,0.775,"[9, 7, 1]","[5, 5, 1]"
519,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",SCOT,160.183,147.88,0.00467,"[0.0, 152.27, 148.03, 143.34]",0.2,0.775,"[9, 7, 1]","[5, 5, 1]"
520,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",ECKART,160.183,142.957,0.00916,"[0.0, 141.6, 144.23, 143.04]",0.2,0.775,"[9, 7, 1]","[5, 5, 1]"
521,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",HT,160.183,147.88,0.00467,"[0.0, 152.27, 148.03, 143.34]",0.2,0.775,"[9, 7, 1]","[5, 5, 1]"
522,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",Classic,151.607,136.607,0.00694,"[0.0, 140.76, 136.75, 132.31]",0.2,0.775,"[9, 7, 1]","[5, 4, 1]"
523,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",ROTH,151.607,136.607,0.00694,"[0.0, 140.76, 136.75, 132.31]",0.2,0.775,"[9, 7, 1]","[5, 4, 1]"
524,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",PHAT,151.607,136.607,0.00694,"[0.0, 140.76, 136.75, 132.31]",0.2,0.775,"[9, 7, 1]","[5, 4, 1]"
525,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",SCOT,151.607,136.607,0.00694,"[0.0, 140.76, 136.75, 132.31]",0.2,0.775,"[9, 7, 1]","[5, 4, 1]"
526,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",ECKART,151.607,133.73,0.00986,"[0.0, 135.99, 135.23, 129.97]",0.2,0.775,"[9, 7, 1]","[5, 4, 1]"
527,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",HT,151.607,136.607,0.00694,"[0.0, 140.76, 136.75, 132.31]",0.2,0.775,"[9, 7, 1]","[5, 4, 1]"
528,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",Classic,150.60399999999998,119.773,0.02934,"[0.0, 128.83, 120.17, 110.32]",0.2,0.775,"[9, 7, 1]","[7, 5, 1]"
529,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",ROTH,150.60399999999998,119.873,0.02915,"[0.0, 128.83, 120.47, 110.32]",0.2,0.775,"[9, 7, 1]","[7, 5, 1]"
530,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",PHAT,150.60399999999998,119.873,0.02915,"[0.0, 128.83, 120.47, 110.32]",0.2,0.775,"[9, 7, 1]","[7, 5, 1]"
531,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",SCOT,150.60399999999998,119.873,0.02915,"[0.0, 128.83, 120.47, 110.32]",0.2,0.775,"[9, 7, 1]","[7, 5, 1]"
532,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",ECKART,150.60399999999998,117.187,0.03447,"[0.0, 124.87, 118.05, 108.64]",0.2,0.775,"[9, 7, 1]","[7, 5, 1]"
533,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",HT,150.60399999999998,119.873,0.02915,"[0.0, 128.83, 120.47, 110.32]",0.2,0.775,"[9, 7, 1]","[7, 5, 1]"
534,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",Classic,164.268,135.413,0.0257,"[0.0, 148.03, 137.53, 120.68]",0.2,0.775,"[9, 7, 1]","[7, 6, 1]"
535,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",ROTH,164.268,135.413,0.0257,"[0.0, 148.03, 137.53, 120.68]",0.2,0.775,"[9, 7, 1]","[7, 6, 1]"
536,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",PHAT,164.268,135.413,0.0257,"[0.0, 148.03, 137.53, 120.68]",0.2,0.775,"[9, 7, 1]","[7, 6, 1]"
537,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",SCOT,164.268,135.413,0.0257,"[0.0, 148.03, 137.53, 120.68]",0.2,0.775,"[9, 7, 1]","[7, 6, 1]"
538,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",ECKART,164.268,135.093,0.02627,"[0.0, 146.08, 138.32, 120.88]",0.2,0.775,"[9, 7, 1]","[7, 6, 1]"
539,"sim_T0.20s_d0.8_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",HT,164.268,135.413,0.0257,"[0.0, 148.03, 137.53, 120.68]",0.2,0.775,"[9, 7, 1]","[7, 6, 1]"
540,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",Classic,34.592,16.64,0.00995,"[0.0, 18.25, 16.48, 15.19]",0.2,0.775,"[6, 9, 1]","[9, 8, 1]"
541,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",ROTH,34.592,16.64,0.00995,"[0.0, 18.25, 16.48, 15.19]",0.2,0.775,"[6, 9, 1]","[9, 8, 1]"
542,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",PHAT,34.592,16.64,0.00995,"[0.0, 18.25, 16.48, 15.19]",0.2,0.775,"[6, 9, 1]","[9, 8, 1]"
543,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",SCOT,34.592,16.64,0.00995,"[0.0, 18.25, 16.48, 15.19]",0.2,0.775,"[6, 9, 1]","[9, 8, 1]"
544,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",ECKART,34.592,14.81,0.01208,"[0.0, 22.77, 13.41, 8.25]",0.2,0.775,"[6, 9, 1]","[9, 8, 1]"
545,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",HT,34.592,16.64,0.00995,"[0.0, 18.25, 16.48, 15.19]",0.2,0.775,"[6, 9, 1]","[9, 8, 1]"
546,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",Classic,122.518,93.417,0.02614,"[0.0, 99.02, 93.17, 88.06]",0.2,0.775,"[6, 9, 1]","[5, 5, 1]"
547,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",ROTH,122.518,93.45,0.02608,"[0.0, 99.02, 93.44, 87.89]",0.2,0.775,"[6, 9, 1]","[5, 5, 1]"
548,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",PHAT,122.518,93.45,0.02608,"[0.0, 99.02, 93.44, 87.89]",0.2,0.775,"[6, 9, 1]","[5, 5, 1]"
549,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",SCOT,122.518,93.45,0.02608,"[0.0, 99.02, 93.44, 87.89]",0.2,0.775,"[6, 9, 1]","[5, 5, 1]"
550,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",ECKART,122.518,93.033,0.02683,"[0.0, 97.95, 92.91, 88.24]",0.2,0.775,"[6, 9, 1]","[5, 5, 1]"
551,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",HT,122.518,93.45,0.02608,"[0.0, 99.02, 93.44, 87.89]",0.2,0.775,"[6, 9, 1]","[5, 5, 1]"
552,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",Classic,117.02199999999999,92.643,0.01834,"[0.0, 96.88, 92.64, 88.41]",0.2,0.775,"[6, 9, 1]","[5, 4, 1]"
553,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",ROTH,117.02199999999999,92.913,0.01794,"[0.0, 97.42, 92.91, 88.41]",0.2,0.775,"[6, 9, 1]","[5, 4, 1]"
554,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",PHAT,117.02199999999999,92.913,0.01794,"[0.0, 97.42, 92.91, 88.41]",0.2,0.775,"[6, 9, 1]","[5, 4, 1]"
555,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",SCOT,117.02199999999999,92.913,0.01794,"[0.0, 97.42, 92.91, 88.41]",0.2,0.775,"[6, 9, 1]","[5, 4, 1]"
556,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",ECKART,117.02199999999999,92.617,0.01838,"[0.0, 96.88, 92.38, 88.59]",0.2,0.775,"[6, 9, 1]","[5, 4, 1]"
557,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",HT,117.02199999999999,92.913,0.01794,"[0.0, 97.42, 92.91, 88.41]",0.2,0.775,"[6, 9, 1]","[5, 4, 1]"
558,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",Classic,82.171,67.137,0.00698,"[0.0, 71.73, 66.93, 62.75]",0.2,0.775,"[6, 9, 1]","[7, 5, 1]"
559,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",ROTH,82.171,66.973,0.00713,"[0.0, 71.73, 66.64, 62.55]",0.2,0.775,"[6, 9, 1]","[7, 5, 1]"
560,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",PHAT,82.171,66.973,0.00713,"[0.0, 71.73, 66.64, 62.55]",0.2,0.775,"[6, 9, 1]","[7, 5, 1]"
561,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",SCOT,82.171,66.973,0.00713,"[0.0, 71.73, 66.64, 62.55]",0.2,0.775,"[6, 9, 1]","[7, 5, 1]"
562,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",ECKART,82.171,69.167,0.00522,"[0.0, 73.39, 69.21, 64.9]",0.2,0.775,"[6, 9, 1]","[7, 5, 1]"
563,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",HT,82.171,66.973,0.00713,"[0.0, 71.73, 66.64, 62.55]",0.2,0.775,"[6, 9, 1]","[7, 5, 1]"
564,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",Classic,79.611,60.833,0.01088,"[0.0, 66.07, 60.44, 55.99]",0.2,0.775,"[6, 9, 1]","[7, 6, 1]"
565,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",ROTH,79.611,60.76,0.01097,"[0.0, 66.07, 60.44, 55.77]",0.2,0.775,"[6, 9, 1]","[7, 6, 1]"
566,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",PHAT,79.611,60.76,0.01097,"[0.0, 66.07, 60.44, 55.77]",0.2,0.775,"[6, 9, 1]","[7, 6, 1]"
567,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",SCOT,79.611,60.76,0.01097,"[0.0, 66.07, 60.44, 55.77]",0.2,0.775,"[6, 9, 1]","[7, 6, 1]"
568,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",ECKART,79.611,65.28,0.00634,"[0.0, 69.49, 65.2, 61.15]",0.2,0.775,"[6, 9, 1]","[7, 6, 1]"
569,"sim_T0.20s_d0.8_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",HT,79.611,60.76,0.01097,"[0.0, 66.07, 60.44, 55.77]",0.2,0.775,"[6, 9, 1]","[7, 6, 1]"
570,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",Classic,64.204,39.693,0.01854,"[0.0, 42.47, 39.65, 36.96]",0.2,0.775,"[6, 5, 1]","[9, 8, 1]"
571,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",ROTH,64.204,39.557,0.01875,"[0.0, 42.47, 39.24, 36.96]",0.2,0.775,"[6, 5, 1]","[9, 8, 1]"
572,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",PHAT,64.204,39.557,0.01875,"[0.0, 42.47, 39.24, 36.96]",0.2,0.775,"[6, 5, 1]","[9, 8, 1]"
573,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",SCOT,64.204,39.557,0.01875,"[0.0, 42.47, 39.24, 36.96]",0.2,0.775,"[6, 5, 1]","[9, 8, 1]"
574,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",ECKART,64.204,43.04,0.01382,"[0.0, 46.25, 43.63, 39.24]",0.2,0.775,"[6, 5, 1]","[9, 8, 1]"
575,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",HT,64.204,39.557,0.01875,"[0.0, 42.47, 39.24, 36.96]",0.2,0.775,"[6, 5, 1]","[9, 8, 1]"
576,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",Classic,180.0,123.13,0.09982,"[0.0, 180.0, 107.16, 82.23]",0.2,0.775,"[6, 5, 1]","[5, 5, 1]"
577,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",ROTH,180.0,123.13,0.09982,"[0.0, 180.0, 107.16, 82.23]",0.2,0.775,"[6, 5, 1]","[5, 5, 1]"
578,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",PHAT,180.0,123.13,0.09982,"[0.0, 180.0, 107.16, 82.23]",0.2,0.775,"[6, 5, 1]","[5, 5, 1]"
579,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",SCOT,180.0,123.13,0.09982,"[0.0, 180.0, 107.16, 82.23]",0.2,0.775,"[6, 5, 1]","[5, 5, 1]"
580,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",ECKART,180.0,122.97,0.10038,"[0.0, 180.0, 106.33, 82.58]",0.2,0.775,"[6, 5, 1]","[5, 5, 1]"
581,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",HT,180.0,123.13,0.09982,"[0.0, 180.0, 107.16, 82.23]",0.2,0.775,"[6, 5, 1]","[5, 5, 1]"
582,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",Classic,158.587,101.67,0.09999,"[0.0, 120.47, 100.36, 84.18]",0.2,0.775,"[6, 5, 1]","[5, 4, 1]"
583,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",ROTH,158.587,101.67,0.09999,"[0.0, 120.47, 100.36, 84.18]",0.2,0.775,"[6, 5, 1]","[5, 4, 1]"
584,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",PHAT,158.587,101.67,0.09999,"[0.0, 120.47, 100.36, 84.18]",0.2,0.775,"[6, 5, 1]","[5, 4, 1]"
585,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",SCOT,158.587,101.67,0.09999,"[0.0, 120.47, 100.36, 84.18]",0.2,0.775,"[6, 5, 1]","[5, 4, 1]"
586,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",ECKART,158.587,100.97,0.10246,"[0.0, 118.65, 99.55, 84.71]",0.2,0.775,"[6, 5, 1]","[5, 4, 1]"
587,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",HT,158.587,101.67,0.09999,"[0.0, 120.47, 100.36, 84.18]",0.2,0.775,"[6, 5, 1]","[5, 4, 1]"
588,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",Classic,0.0,7.42,0.0017,"[0.0, 9.4, 7.61, 5.25]",0.2,0.775,"[6, 5, 1]","[7, 5, 1]"
589,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",ROTH,0.0,7.42,0.0017,"[0.0, 9.4, 7.61, 5.25]",0.2,0.775,"[6, 5, 1]","[7, 5, 1]"
590,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",PHAT,0.0,7.42,0.0017,"[0.0, 9.4, 7.61, 5.25]",0.2,0.775,"[6, 5, 1]","[7, 5, 1]"
591,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",SCOT,0.0,7.42,0.0017,"[0.0, 9.4, 7.61, 5.25]",0.2,0.775,"[6, 5, 1]","[7, 5, 1]"
592,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",ECKART,0.0,4.07,0.00051,"[0.0, 12.21, 0.0, 0.0]",0.2,0.775,"[6, 5, 1]","[7, 5, 1]"
593,"sim_T0.20s_d0.8_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",HT,0.0,7.42,0.0017,"[0.0, 9.4, 7.61, 5.25]",0.2,0.775,"[6, 5, 1]","[7, 5, 1]"
